RouteNumber,Source,Target,SourceLong,SourceLat,TargetLong,TargetLat,TotalStations
33LSTL,Surya Nagar,Ram Prastha Temple,77.321,28.666,77.32,28.663,
33LSTL,Ram Prastha Temple,Ram Prastha Crossing,77.32,28.663,77.32,28.66,
33LSTL,Ram Prastha Crossing,Anand Vihar ISBT (Viveka Nand ISBT),77.32,28.66,77.3151726931,28.6461977554,
33LSTL,Anand Vihar ISBT (Viveka Nand ISBT),Maharaj Pur Check Post,77.3151726931,28.6461977554,77.316,28.643,
33LSTL,Maharaj Pur Check Post,Gazi Pur Depot,77.316,28.643,77.316,28.641,
33LSTL,Gazi Pur Depot,Gazipur Village,77.316,28.641,77.316,28.632,
33LSTL,Gazipur Village,SFS Quarter Gazipur,77.316,28.632,77.317,28.629,
33LSTL,SFS Quarter Gazipur,National Highway 24 Crossing,77.317,28.629,77.318,28.626,
33LSTL,National Highway 24 Crossing,Gazi Pur DDA Flats,77.318,28.626,77.319,28.623,
33LSTL,Gazi Pur DDA Flats,Gazi Pur Dairy Farm,77.319,28.623,77.3207589529,28.6202598212,
33LSTL,Gazi Pur Dairy Farm,Kalyan Puri X-ing,77.3207589529,28.6202598212,77.321,28.614,
33LSTL,Kalyan Puri X-ing,New Kondli X-ing,77.321,28.614,77.322,28.613,
33LSTL,New Kondli X-ing,Dallupura,77.322,28.613,77.3199984418,28.6088697307,
33LSTL,Dallupura,Fire Station,77.3199984418,28.6088697307,77.322,28.605,
33LSTL,Fire Station,Mayur Vihar Phase 3 Crossing,77.322,28.605,77.327,28.601,
33LSTL,Mayur Vihar Phase 3 Crossing,New Kondali A1 Crossing,77.327,28.601,77.329,28.602,
33LSTL,New Kondali A1 Crossing,Bharti Public School,77.329,28.602,77.333,28.606,
33LSTL,Bharti Public School,Mayur Vihar Phase III A1 Block,77.333,28.606,77.337,28.608,
33LSTL,Mayur Vihar Phase III A1 Block,CRPF Camp Mayur Vihar,77.337,28.608,77.3402553,28.6111601,
33LSTL,CRPF Camp Mayur Vihar,Mayur Vihar Phase III Crossing,77.3402553,28.6111601,77.341,28.615,
33LSTL,Mayur Vihar Phase III Crossing,Mayur Vihar Phase III Terminal / Paper Market,77.341,28.615,77.341,28.618,
34,Mehrauli Terminal,Lado Sarai,77.1822145767,28.5228672545,77.202,28.52,24
34,Lado Sarai,Said-Ul-Azaib,77.202,28.52,77.19,28.523,
34,Said-Ul-Azaib,Ambedkar Nagar Depot,77.19,28.523,77.2284696712,28.5141657726,
34,Ambedkar Nagar Depot,Hamdard Nagar,77.2284696712,28.5141657726,77.2494042889,28.5121697569,
34,Hamdard Nagar,Tughlakabad Fort,77.2494042889,28.5121697569,77.263,28.509,
34,Tughlakabad Fort,Prahladpur,77.263,28.509,77.294,28.5,
34,Prahladpur,Badarpur Border,77.294,28.5,77.304035,28.491765,
34,Badarpur Border,Ali Village,77.304035,28.491765,77.2966234386,28.5160664528,
34,Ali Village,Sarita Vihar X-ing,77.2966234386,28.5160664528,77.286,28.535,
34,Sarita Vihar X-ing,Kalindi Kunj,77.286,28.535,77.306,28.545,
34,Kalindi Kunj,Yamuna Bridge East,77.306,28.545,77.255,28.664,
34,Yamuna Bridge East,Mahamaya Flyover West,77.255,28.664,77.322,28.554,
34,Mahamaya Flyover West,Amity School,77.322,28.554,77.3288468447,28.5577079908,
34,Amity School,Noida Sector 37,77.3288468447,28.5577079908,77.338,28.562,
34,Noida Sector 37,Botanical Garden Metro Station / Sec-16A,77.338,28.562,77.317,28.578,
34,Botanical Garden Metro Station / Sec-16A,Noida Sector 19 Telephone Exchange,77.317,28.578,77.325,28.582,
34,Noida Sector 19 Telephone Exchange,Noida Sector 10-21,77.325,28.582,77.332,28.587,
34,Noida Sector 10-21,Noida Sector 12 Chora More,77.332,28.587,77.341,28.594,
34,Noida Sector 12 Chora More,Noida Sector 23 Chowk,77.341,28.594,77.355,28.594,
34,Noida Sector 23 Chowk,Noida Sector 32,77.355,28.594,77.3576336604,28.5918183666,
350,Anand Parbat,D.B. Gupta Market,77.1838897288,28.6577162927,77.1931225,28.6526756,14
350,D.B. Gupta Market,Chitra Gupta Road,77.1931225,28.6526756,77.208537,28.641385,
350,Chitra Gupta Road,Shivaji Stadium / Sucheta Kriplani Hospital,77.208537,28.641385,77.213,28.636,
350,Shivaji Stadium / Sucheta Kriplani Hospital,Mandi House,77.213,28.636,77.234,28.625,
350,Mandi House,I.T.O. (AGCR),77.234,28.625,77.2431456,28.6278683,
350,I.T.O. (AGCR),Rainy Well,77.2431456,28.6278683,77.26,28.628,
350,Rainy Well,Shakar Pur,77.26,28.628,77.282,28.633,
350,Shakar Pur,Chander Nagar,77.282,28.633,77.2820427212,28.6535574076,
350,Chander Nagar,Kanti Nagar,77.2820427212,28.6535574076,77.2723144,28.6637233,
350,Kanti Nagar,Shahadra Terminal,77.2723144,28.6637233,77.287,28.674,
350,Shahadra Terminal,Jyoti Colony,77.287,28.674,77.291,28.689,
350,Jyoti Colony,Nand Nagri Depot,77.291,28.689,77.306,28.698,
350,Nand Nagri Depot,Nand Nagri Terminal,77.306,28.698,77.309,28.691,
351,Anand Parbat,D.B. Gupta Market,77.1838897288,28.6577162927,77.1931225,28.6526756,12
351,D.B. Gupta Market,Police Station Paharganj,77.1931225,28.6526756,77.209,28.646,
351,Police Station Paharganj,New Delhi Railway Station,77.209,28.646,77.2182826024,28.6430834196,
351,New Delhi Railway Station,Mandi House,77.2182826024,28.6430834196,77.234,28.625,
351,Mandi House,I.T.O. (AGCR),77.234,28.625,77.2431456,28.6278683,
351,I.T.O. (AGCR),Rainy Well,77.2431456,28.6278683,77.26,28.628,
351,Rainy Well,Mother Dairy,77.26,28.628,77.2864366,28.6190727,
351,Mother Dairy,Trilok Puri 13-Block,77.2864366,28.6190727,77.308766,28.612825,
351,Trilok Puri 13-Block,Kalyan Puri,77.308766,28.612825,77.319,28.615,
351,Kalyan Puri,N.H. 8 X-ing,77.319,28.615,77.129,28.567,
351,N.H. 8 X-ing,Gazi Pur Dairy Farm,77.129,28.567,77.3207589529,28.6202598212,
352,Wazirpur JJ Colony,Kanhaiya Nagar,77.166,28.679,77.165,28.681,13
352,Kanhaiya Nagar,Shastri Nagar E-Block,77.165,28.681,77.177,28.67,
352,Shastri Nagar E-Block,Sarai Rohilla / Anand Parvat,77.177,28.67,77.185,28.661,
352,Sarai Rohilla / Anand Parvat,D.B. Gupta Market,77.185,28.661,77.1931225,28.6526756,
352,D.B. Gupta Market,Chitra Gupta Road,77.1931225,28.6526756,77.208537,28.641385,
352,Chitra Gupta Road,Shivaji Stadium / Sucheta Kriplani Hospital,77.208537,28.641385,77.213,28.636,
352,Shivaji Stadium / Sucheta Kriplani Hospital,Mandi House,77.213,28.636,77.234,28.625,
352,Mandi House,I.T.O. (AGCR),77.234,28.625,77.2431456,28.6278683,
352,I.T.O. (AGCR),Rainy Well,77.2431456,28.6278683,77.26,28.628,
352,Rainy Well,Shakar Pur,77.26,28.628,77.282,28.633,
352,Shakar Pur,Jheel,77.282,28.633,77.272,28.658,
352,Jheel,Krishna Nagar,77.272,28.658,77.276,28.658,
355,Anand Parbat,D.B. Gupta Market,77.1838897288,28.6577162927,77.1931225,28.6526756,20
355,D.B. Gupta Market,Police Station Paharganj,77.1931225,28.6526756,77.209,28.646,
355,Police Station Paharganj,New Delhi Railway Station Gate 1,77.209,28.646,77.218,28.64,
355,New Delhi Railway Station Gate 1,Mandi House,77.218,28.64,77.234,28.625,
355,Mandi House,Pragati Maidan,77.234,28.625,77.244,28.611,
355,Pragati Maidan,Pusta X-ing (N.H. 24),77.244,28.611,77.284,28.614,
355,Pusta X-ing (N.H. 24),Mayur Vihar Ph-I X-ing,77.284,28.614,77.288,28.604,
355,Mayur Vihar Ph-I X-ing,Hindon Regulator,77.288,28.604,77.3,28.585,
355,Hindon Regulator,Noida Sector 15 Metro Station,77.3,28.585,77.311,28.585,
355,Noida Sector 15 Metro Station,Noida Sector 3 / Naya Bans,77.311,28.585,77.313,28.582,
355,Noida Sector 3 / Naya Bans,Harola Village / Rajni Gandha Chowk,77.313,28.582,77.3188352,28.5777567,
355,Harola Village / Rajni Gandha Chowk,Noida Sector 19 Telephone Exchange,77.3188352,28.5777567,77.325,28.582,
355,Noida Sector 19 Telephone Exchange,Noida Sector 10-21,77.325,28.582,77.332,28.587,
355,Noida Sector 10-21,Noida Sector 12 Chora More,77.332,28.587,77.341,28.594,
355,Noida Sector 12 Chora More,Noida Sector 23 Chowk,77.341,28.594,77.355,28.594,
355,Noida Sector 23 Chowk,Noida Sector 32 Terminal,77.355,28.594,77.355726863,28.5745872782,
355A,New Delhi Railway Station Gate 2,Mandi House,77.224,28.644,77.234,28.625,20
355A,Mandi House,Pragati Maidan,77.234,28.625,77.244,28.611,
355A,Pragati Maidan,Pusta X-ing (N.H. 24),77.244,28.611,77.284,28.614,
355A,Pusta X-ing (N.H. 24),Mayur Vihar Ph-I X-ing,77.284,28.614,77.288,28.604,
355A,Mayur Vihar Ph-I X-ing,Hindon Regulator (Border),77.288,28.604,77.298,28.585,
355A,Hindon Regulator (Border),Noida Sector 15 Metro Station,77.298,28.585,77.311,28.585,
355A,Noida Sector 15 Metro Station,Noida Sector 3 / Naya Bans,77.311,28.585,77.313,28.582,
355A,Noida Sector 3 / Naya Bans,Harola Village / Rajni Gandha Chowk,77.313,28.582,77.3188352,28.5777567,
355A,Harola Village / Rajni Gandha Chowk,Atta Chowk,77.3188352,28.5777567,77.3225069,28.5737528,
355A,Atta Chowk,Botanical Garden Metro Station,77.3225069,28.5737528,77.3344014835,28.5646871231,
355A,Botanical Garden Metro Station,Shashi Chowk / Sadar Pur More,77.3344014835,28.5646871231,77.345992,28.567414878,
355A,Shashi Chowk / Sadar Pur More,Noida Sector 10-21,77.345992,28.567414878,77.332,28.587,
355A,Noida Sector 10-21,Aghapur Village,77.332,28.587,77.3561664365,28.5616260728,
355A,Aghapur Village,Barola Village Chowk,77.3561664365,28.5616260728,77.3702033644,28.5599145767,
355A,Barola Village Chowk,Noida Sector 47,77.3702033644,28.5599145767,77.37,28.552,
355B,New Delhi Railway Station Gate 1,Mandi House,77.218,28.64,77.234,28.625,24
355B,Mandi House,Pragati Maidan,77.234,28.625,77.244,28.611,
355B,Pragati Maidan,Pusta X-ing (N.H. 24),77.244,28.611,77.284,28.614,
355B,Pusta X-ing (N.H. 24),Mayur Vihar Ph-I X-ing,77.284,28.614,77.288,28.604,
355B,Mayur Vihar Ph-I X-ing,Hindon Regulator (Border),77.288,28.604,77.298,28.585,
355B,Hindon Regulator (Border),Noida Sector 15 Metro Station,77.298,28.585,77.311,28.585,
355B,Noida Sector 15 Metro Station,Noida Sector 3 / Naya Bans,77.311,28.585,77.313,28.582,
355B,Noida Sector 3 / Naya Bans,Harola Village / Rajni Gandha Chowk,77.313,28.582,77.3188352,28.5777567,
355B,Harola Village / Rajni Gandha Chowk,Atta Chowk,77.3188352,28.5777567,77.3225069,28.5737528,
355B,Atta Chowk,Botanical Garden Metro Station,77.3225069,28.5737528,77.3344014835,28.5646871231,
355B,Botanical Garden Metro Station,Shashi Chowk / Sector 36/37 Noida,77.3344014835,28.5646871231,77.345992,28.5674101666,
355B,Shashi Chowk / Sector 36/37 Noida,City Centre Sector 32,77.345992,28.5674101666,77.355731257,28.5745886369,
355B,City Centre Sector 32,Noida Sector 35/51,77.355731257,28.5745886369,77.366,28.582,
355B,Noida Sector 35/51,Noida Sector 71 More,77.366,28.582,77.374,28.589,
355B,Noida Sector 71 More,Mamura West Corner,77.374,28.589,77.372958,28.609072,
355B,Mamura West Corner,Neelkanth Apartments Sector 62,77.372958,28.609072,77.3738150406,28.6218950301,
355B,Neelkanth Apartments Sector 62,Noida Sector 62 (Electronic City),77.3738150406,28.6218950301,77.374,28.63,
358,Karol Bagh Terminal,Police Station Paharganj,77.2,28.648,77.209,28.646,12
358,Police Station Paharganj,Shivaji Stadium / Sucheta Kriplani Hospital,77.209,28.646,77.213,28.636,
358,Shivaji Stadium / Sucheta Kriplani Hospital,Mandi House,77.213,28.636,77.234,28.625,
358,Mandi House,I.T.O. (AGCR),77.234,28.625,77.2431456,28.6278683,
358,I.T.O. (AGCR),Rainy Well,77.2431456,28.6278683,77.26,28.628,
358,Rainy Well,Shakar Pur,77.26,28.628,77.282,28.633,
358,Shakar Pur,Jagat Puri A-Block,77.282,28.633,77.292,28.651,
358,Jagat Puri A-Block,Police Station Vivek Vihar,77.292,28.651,77.308,28.666,
358,Police Station Vivek Vihar,Vivek Vihar,77.308,28.666,77.3142581156,28.6683999949,
358,Vivek Vihar,Surya Nagar,77.3142581156,28.6683999949,77.321,28.666,
358,Surya Nagar,New Seemapuri,77.321,28.666,77.331,28.685,
362,Mori Gate Terminal,Red Fort,77.225,28.666,77.236,28.654,14
362,Red Fort,Delhi Gate,77.236,28.654,77.2408488688,28.6411455393,
362,Delhi Gate,APS Colony,77.2408488688,28.6411455393,77.141397,28.5749009079,
362,APS Colony,Rainy Well,77.141397,28.5749009079,77.26,28.628,
362,Rainy Well,Mother Dairy,77.26,28.628,77.2864366,28.6190727,
362,Mother Dairy,Pusta X-ing (N.H. 24),77.2864366,28.6190727,77.284,28.614,
362,Pusta X-ing (N.H. 24),Mayur Vihar Ph-I X-ing,77.284,28.614,77.288,28.604,
362,Mayur Vihar Ph-I X-ing,Hindon Regulator,77.288,28.604,77.3,28.585,
362,Hindon Regulator,Naya Bans,77.3,28.585,77.313,28.582,
362,Naya Bans,Noida Sector 27,77.313,28.582,77.3275234563,28.5771180254,
362,Noida Sector 27,Noida O-Block,77.3275234563,28.5771180254,77.337,28.591,
362,Noida O-Block,Jhund Pura,77.337,28.591,77.331,28.596,
362,Jhund Pura,Vasundhara Enclave,77.331,28.596,77.319,28.598,
374,Nehru Place Terminal,Sant Nagar,77.255,28.548,77.197,28.737,15
374,Sant Nagar,Mool Chand Khairati Ram Hospital (MCKR Hospital),77.197,28.737,77.235,28.569,
374,Mool Chand Khairati Ram Hospital (MCKR Hospital),Pant Nagar,77.235,28.569,77.24,28.583,
374,Pant Nagar,Sunder Nagar,77.24,28.583,77.24,28.602,
374,Sunder Nagar,Pragati Maidan,77.24,28.602,77.244,28.611,
374,Pragati Maidan,I.T.O. (Ring Road),77.244,28.611,77.2472393,28.6317039,
374,I.T.O. (Ring Road),Rainy Well,77.2472393,28.6317039,77.26,28.628,
374,Rainy Well,Shakar Pur,77.26,28.628,77.282,28.633,
374,Shakar Pur,Jagat Puri A-Block,77.282,28.633,77.292,28.651,
374,Jagat Puri A-Block,Swarn Cinema,77.292,28.651,77.286,28.662,
374,Swarn Cinema,Seelam Pur,77.286,28.662,77.267,28.671,
374,Seelam Pur,Babarpur,77.267,28.671,77.2815091138,28.6901019983,
374,Babarpur,Jyoti Colony,77.2815091138,28.6901019983,77.291,28.689,
374,Jyoti Colony,Nand Nagri Terminal,77.291,28.689,77.309,28.691,
375,Nehru Place Terminal,Sant Nagar,77.255,28.548,77.197,28.737,15
375,Sant Nagar,Mool Chand Khairati Ram Hospital (MCKR Hospital),77.197,28.737,77.235,28.569,
375,Mool Chand Khairati Ram Hospital (MCKR Hospital),Defence Colony,77.235,28.569,77.2381855543,28.5737263681,
375,Defence Colony,Bharti Nagar,77.2381855543,28.5737263681,77.2286704968,28.5972267648,
375,Bharti Nagar,Shaha Jahan Road,77.2286704968,28.5972267648,77.227,28.608,
375,Shaha Jahan Road,Pragati Maidan,77.227,28.608,77.244,28.611,
375,Pragati Maidan,I.T.O. (Ring Road),77.244,28.611,77.2472393,28.6317039,
375,I.T.O. (Ring Road),Rainy Well,77.2472393,28.6317039,77.26,28.628,
375,Rainy Well,Shakar Pur,77.26,28.628,77.282,28.633,
375,Shakar Pur,Hargovind Enclave,77.282,28.633,77.3004772868,28.6456853585,
375,Hargovind Enclave,Yojana Vihar,77.3004772868,28.6456853585,77.314,28.663,
375,Yojana Vihar,Surya Nagar,77.314,28.663,77.321,28.666,
375,Surya Nagar,Police Post Dilshad Garden,77.321,28.666,77.315,28.678,
375,Police Post Dilshad Garden,Dilshad Garden,77.315,28.678,77.3138057791,28.6759327361,
378,Kendriya Terminal,Jantar Mantar,77.203,28.617,77.215,28.626,10
378,Jantar Mantar,Mandi House,77.215,28.626,77.234,28.625,
378,Mandi House,I.T.O. (AGCR),77.234,28.625,77.2431456,28.6278683,
378,I.T.O. (AGCR),Rainy Well,77.2431456,28.6278683,77.26,28.628,
378,Rainy Well,Mother Dairy,77.26,28.628,77.2864366,28.6190727,
378,Mother Dairy,Trilok Puri 13-Block,77.2864366,28.6190727,77.308766,28.612825,
378,Trilok Puri 13-Block,Kalyan Puri,77.308766,28.612825,77.319,28.615,
378,Kalyan Puri,New Kondli,77.319,28.615,77.329,28.603,
378,New Kondli,Mayur Vihar Ph-III,77.329,28.603,77.337,28.614,
384,Arya Samaj Road / Gurudwara Road,Mandir Marg,77.1935219,28.6478992923,77.204,28.639,12
384,Mandir Marg,R.M.L. Hospital,77.204,28.639,77.198,28.624,
384,R.M.L. Hospital,Kendriya Terminal,77.198,28.624,77.203,28.617,
384,Kendriya Terminal,Jantar Mantar,77.203,28.617,77.215,28.626,
384,Jantar Mantar,Mandi House,77.215,28.626,77.234,28.625,
384,Mandi House,I.T.O. (AGCR),77.234,28.625,77.2431456,28.6278683,
384,I.T.O. (AGCR),Rainy Well,77.2431456,28.6278683,77.26,28.628,
384,Rainy Well,Mother Dairy,77.26,28.628,77.2864366,28.6190727,
384,Mother Dairy,Pusta X-ing (N.H. 24),77.2864366,28.6190727,77.284,28.614,
384,Pusta X-ing (N.H. 24),Mayur Vihar Ph-I,77.284,28.614,77.296,28.605,
384,Mayur Vihar Ph-I,Trilok Puri 31/27-Block,77.296,28.605,77.306,28.605,
39,Jheel,Khureji,77.272,28.658,77.279,28.646,13
39,Khureji,Shakar Pur,77.279,28.646,77.282,28.633,
39,Shakar Pur,Rainy Well,77.282,28.633,77.26,28.628,
39,Rainy Well,I.T.O. (Ring Road),77.26,28.628,77.2472393,28.6317039,
39,I.T.O. (Ring Road),Delhi Gate,77.2472393,28.6317039,77.2408488688,28.6411455393,
39,Delhi Gate,Ajmeri Gate,77.2408488688,28.6411455393,77.225263984,28.6434021404,
39,Ajmeri Gate,Police Station Paharganj,77.225263984,28.6434021404,77.209,28.646,
39,Police Station Paharganj,D.B. Gupta Road,77.209,28.646,77.192594,28.652819,
39,D.B. Gupta Road,Sarai Rohilla / Anand Parvat,77.192594,28.652819,77.185,28.661,
39,Sarai Rohilla / Anand Parvat,Shastri Nagar E-Block,77.185,28.661,77.177,28.67,
39,Shastri Nagar E-Block,Keshav Puram B-3,77.177,28.67,77.163,28.685,
39,Keshav Puram B-3,Tri Nagar Jai Mata Market,77.163,28.685,77.1556761758,28.6813932082,
390,Kendriya Terminal,Jantar Mantar,77.203,28.617,77.215,28.626,12
390,Jantar Mantar,Mandi House,77.215,28.626,77.234,28.625,
390,Mandi House,I.T.O. (AGCR),77.234,28.625,77.2431456,28.6278683,
390,I.T.O. (AGCR),Rainy Well,77.2431456,28.6278683,77.26,28.628,
390,Rainy Well,Shakar Pur,77.26,28.628,77.282,28.633,
390,Shakar Pur,Hasan Pur Depot (Patparganj Depot),77.282,28.633,77.3073152847,28.6358020487,
390,Hasan Pur Depot (Patparganj Depot),N.H. 8 X-ing,77.3073152847,28.6358020487,77.129,28.567,
390,N.H. 8 X-ing,Vinod Nagar,77.129,28.567,77.296,28.621,
390,Vinod Nagar,Kalyan Puri,77.296,28.621,77.319,28.615,
390,Kalyan Puri,Trilok Puri 13-Block,77.319,28.615,77.308766,28.612825,
390,Trilok Puri 13-Block,Mayur Vihar Ph-I,77.308766,28.612825,77.296,28.605,
391,Kendriya Terminal,Krishi Bhawan,77.203,28.617,77.212,28.614,8
391,Krishi Bhawan,Mandi House,77.212,28.614,77.234,28.625,
391,Mandi House,I.T.O. (AGCR),77.234,28.625,77.2431456,28.6278683,
391,I.T.O. (AGCR),Rainy Well,77.2431456,28.6278683,77.26,28.628,
391,Rainy Well,Mother Dairy,77.26,28.628,77.2864366,28.6190727,
391,Mother Dairy,Vinod Nagar,77.2864366,28.6190727,77.296,28.621,
391,Vinod Nagar,Kalyan Puri,77.296,28.621,77.319,28.615,
392,Maya Puri Chowk,Naraina Village,77.129,28.638,77.1366256979,28.618002662,28
392,Naraina Village,Barar Square,77.1366256979,28.618002662,77.1388897503,28.6100183661,
392,Barar Square,R.R. Lines,77.1388897503,28.6100183661,77.151,28.595,
392,R.R. Lines,Dhaula Kuan,77.151,28.595,77.1629886421,28.5992156177,
392,Dhaula Kuan,Moti Bagh,77.1629886421,28.5992156177,77.174,28.581,
392,Moti Bagh,Narouji Nagar,77.174,28.581,77.195,28.569,
392,Narouji Nagar,A.I.I.M.S.,77.195,28.569,77.2077729735,28.5663565231,
392,A.I.I.M.S.,Andrews Ganj,77.2077729735,28.5663565231,77.2306078318,28.5659213891,
392,Andrews Ganj,Lajpat Nagar,77.2306078318,28.5659213891,77.244,28.565,
392,Lajpat Nagar,Maharani Bagh,77.244,28.565,77.264,28.576,
392,Maharani Bagh,DND Toll Bridge Plaza,77.264,28.576,77.3097381592,28.5725421906,
392,DND Toll Bridge Plaza,B.H.E.L. Sector-16 A,77.3097381592,28.5725421906,77.3144399558,28.5740728095,
392,B.H.E.L. Sector-16 A,Rajni Gandha Chowk,77.3144399558,28.5740728095,77.318,28.578,
392,Rajni Gandha Chowk,Harola Village / Sector 27,77.318,28.578,77.3275127275,28.5771180254,
392,Harola Village / Sector 27,Noida Sector 19 Telephone Exchange,77.3275127275,28.5771180254,77.325,28.582,
392,Noida Sector 19 Telephone Exchange,Noida Sector 10-21,77.325,28.582,77.332,28.587,
392,Noida Sector 10-21,Noida Sector 12 Chora More,77.332,28.587,77.341,28.594,
392,Noida Sector 12 Chora More,Noida Sector 23 Chowk,77.341,28.594,77.355,28.594,
392,Noida Sector 23 Chowk,Kanchen Junga Apartments,77.355,28.594,77.362,28.596,
392,Kanchen Junga Apartments,U-Flex / Royal Tower,77.362,28.596,77.368,28.6,
392,U-Flex / Royal Tower,Mamura West Corner,77.368,28.6,77.372958,28.609072,
392,Mamura West Corner,Neelkanth Apartments Sector 62,77.372958,28.609072,77.3738150406,28.6218950301,
392,Neelkanth Apartments Sector 62,Noida Sector 62 (Electronic City),77.3738150406,28.6218950301,77.374,28.63,
392B,IGI Airport Terminal - II,Cargo Terminal,77.088803,28.557062,77.0983346,28.5555538,31
392B,Cargo Terminal,Radisson Hotel,77.0983346,28.5555538,77.119,28.543,
392B,Radisson Hotel,Mahipal Pur,77.119,28.543,77.125,28.546,
392B,Mahipal Pur,N.H. 8 X-ing,77.125,28.546,77.129,28.567,
392B,N.H. 8 X-ing,APS Colony,77.129,28.567,77.141397,28.5749009079,
392B,APS Colony,Air Force H.Q.,77.141397,28.5749009079,77.1461205498,28.5836111968,
392B,Air Force H.Q.,Dhaula Kuan,77.1461205498,28.5836111968,77.1629886421,28.5992156177,
392B,Dhaula Kuan,Moti Bagh,77.1629886421,28.5992156177,77.174,28.581,
392B,Moti Bagh,Narouji Nagar,77.174,28.581,77.195,28.569,
392B,Narouji Nagar,A.I.I.M.S.,77.195,28.569,77.2077729735,28.5663565231,
392B,A.I.I.M.S.,Andrews Ganj,77.2077729735,28.5663565231,77.2306078318,28.5659213891,
392B,Andrews Ganj,Lajpat Nagar,77.2306078318,28.5659213891,77.244,28.565,
392B,Lajpat Nagar,Maharani Bagh,77.244,28.565,77.264,28.576,
392B,Maharani Bagh,DND Toll Bridge Plaza,77.264,28.576,77.3097381592,28.5725421906,
392B,DND Toll Bridge Plaza,B.H.E.L. Sector-16 A,77.3097381592,28.5725421906,77.3144399558,28.5740728095,
392B,B.H.E.L. Sector-16 A,Harola Village / Sector 27,77.3144399558,28.5740728095,77.3275127275,28.5771180254,
392B,Harola Village / Sector 27,Noida Sector 19 Telephone Exchange,77.3275127275,28.5771180254,77.325,28.582,
392B,Noida Sector 19 Telephone Exchange,Noida Sector 10-21,77.325,28.582,77.332,28.587,
392B,Noida Sector 10-21,Noida Sector 12 Chora More,77.332,28.587,77.341,28.594,
392B,Noida Sector 12 Chora More,Noida Sector 23 Chowk,77.341,28.594,77.355,28.594,
392B,Noida Sector 23 Chowk,Kanchen Junga Apartments,77.355,28.594,77.362,28.596,
392B,Kanchen Junga Apartments,U-Flex / Royal Tower,77.362,28.596,77.368,28.6,
392B,U-Flex / Royal Tower,Mamura West Corner,77.368,28.6,77.372958,28.609072,
392B,Mamura West Corner,Neelkanth Apartments Sector 62,77.372958,28.609072,77.3738150406,28.6218950301,
392B,Neelkanth Apartments Sector 62,Noida Sector 62 (Electronic City),77.3738150406,28.6218950301,77.374,28.63,
392B,Noida Sector 62 (Electronic City),Jaipuria Mall (Indira Puram U.P.),77.374,28.63,77.3786937988,28.6392277054,
398EXP,Dhaula Kuan,Moti Bagh,77.1629886421,28.5992156177,77.174,28.581,21
398EXP,Moti Bagh,Narouji Nagar,77.174,28.581,77.195,28.569,
398EXP,Narouji Nagar,A.I.I.M.S.,77.195,28.569,77.2077729735,28.5663565231,
398EXP,A.I.I.M.S.,Andrews Ganj,77.2077729735,28.5663565231,77.2306078318,28.5659213891,
398EXP,Andrews Ganj,Lajpat Nagar,77.2306078318,28.5659213891,77.244,28.565,
398EXP,Lajpat Nagar,Kalyan Puri,77.244,28.565,77.319,28.615,
398EXP,Kalyan Puri,DND Toll Bridge Plaza,77.319,28.615,77.3097381592,28.5725421906,
398EXP,DND Toll Bridge Plaza,B.H.E.L. Sector-16 A,77.3097381592,28.5725421906,77.3144399558,28.5740728095,
398EXP,B.H.E.L. Sector-16 A,Rajni Gandha Chowk,77.3144399558,28.5740728095,77.318,28.578,
398EXP,Rajni Gandha Chowk,Harola Village / Sector 27,77.318,28.578,77.3275127275,28.5771180254,
398EXP,Harola Village / Sector 27,Noida Sector 19 Telephone Exchange,77.3275127275,28.5771180254,77.325,28.582,
398EXP,Noida Sector 19 Telephone Exchange,Noida Sector 10-21,77.325,28.582,77.332,28.587,
398EXP,Noida Sector 10-21,Noida Sector 12 Chora More,77.332,28.587,77.341,28.594,
398EXP,Noida Sector 12 Chora More,Noida Sector 56,77.341,28.594,77.341,28.599,
398EXP,Noida Sector 56,Noida Sector 12 A-Block,77.341,28.599,77.337,28.597,
398EXP,Noida Sector 12 A-Block,Mayur Vihar Ph-III More,77.337,28.597,77.3272532925,28.6016705432,
398EXP,Mayur Vihar Ph-III More,New Kondli Chowk,77.3272532925,28.6016705432,77.3295235619,28.6029807803,
398EXP,New Kondli Chowk,Mayur Vihar Ph-III,77.3295235619,28.6029807803,77.337,28.614,
40,L.N. Temple,Shivaji Stadium,77.200027,28.633617,77.215,28.632,10
40,Shivaji Stadium,Baroda House,77.215,28.632,77.2287101,28.6166758,
40,Baroda House,Golf Club / Sunder Nagar,77.2287101,28.6166758,77.240665,28.602168,
40,Golf Club / Sunder Nagar,Police Station Nizamuddin,77.240665,28.602168,77.244,28.591,
40,Police Station Nizamuddin,Ashram,77.244,28.591,77.257703,28.5735,
40,Ashram,Ishwar Nagar,77.257703,28.5735,77.266,28.561,
40,Ishwar Nagar,Okhla Tank,77.266,28.561,77.276,28.548,
40,Okhla Tank,Madan Pur X-ing,77.276,28.548,77.289,28.528,
40,Madan Pur X-ing,Badarpur Border,77.289,28.528,77.304035,28.491765,
400 - Cluster,Minto Road Terminal,Shivaji Park,77.223,28.639,77.224,28.638,43
400 - Cluster,Shivaji Park,Super Bazar,77.224,28.638,77.316,28.613,
400 - Cluster,Super Bazar,Palika Kendra,77.316,28.613,77.212,28.626,
400 - Cluster,Palika Kendra,PS Parliament / Jantar Mantar,77.212,28.626,77.214,28.625,
